sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
femenino;comercio;tienda;robledo;2;7.0;2016-05-17;6890000.0;microempresarial
femenino;servicio;productos_de_belleza;aranjuez;2;4.0;2017-03-22;7370000.0;microempresarial
masculino;servicio;fabrica_de_calzado;la_milagrosa;2;9.0;2017-06-16;1200000.0;microempresarial
masculino;comercio;almacen_de_ropa_en_;la_milagrosa;3;9.0;2016-09-28;6890000.0;microempresarial
femenino;servicio;tienda;enciso;2;8.0;2017-09-04;7377000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;manrique_oriental;3;3.0;2016-06-21;6890000.0;microempresarial
femenino;servicio;peluqueria;manrique_central_no__1;2;4.0;2017-10-11;7000000.0;microempresarial
masculino;comercio;tienda;belen;3;16.0;2017-07-25;4900000.0;microempresarial
masculino;servicio;barberia;santa_cruz;2;2.0;2017-11-03;7300000.0;microempresarial
femenino;industria;fabrica_de_;robledo;2;7.0;2016-09-01;6000000.0;microempresarial
femenino;comercio;tienda;santa_cruz;2;2.0;2018-08-02;5000000.0;microempresarial
masculino;comercio;tienda;granizal;2;1.0;2016-05-26;6890000.0;microempresarial
femenino;comercio;variedades;manrique_central_no__2;2;3.0;2016-12-21;1000000.0;microempresarial
femenino;comercio;variedades;enciso;1;8.0;2017-09-20;4000000.0;microempresarial
femenino;industria;fabrica_de_;nuevos_conquistadores;1;13.0;2018-08-02;2500000.0;microempresarial
femenino;comercio;comidas_rapidas;manrique_central_no__1;2;4.0;2017-10-25;248087.0;microempresarial
masculino;comercio;variedades;altavista;1;70.0;2018-01-25;1200000.0;microempresarial
masculino;comercio;almacen_de_ropa_en_;la_francia;2;2.0;2018-06-07;7800000.0;microempresarial
masculino;servicio;peluqueria;moravia;2;4.0;2018-04-25;7000000.0;microempresarial
femenino;industria;fabrica_de_alimentos;moravia;1;4.0;2016-04-18;6000000.0;microempresarial
femenino;comercio;comidas_rapidas;robledo;2;7.0;2018-10-26;5000000.0;microempresarial
masculino;comercio;variedades;trinidad;3;15.0;2017-04-03;7000000.0;microempresarial
femenino;industria;fabrica_de_;robledo;2;7.0;2018-10-11;2000000.0;microempresarial
masculino;comercio;tienda;llanaditas;1;8.0;2018-06-27;4500000.0;microempresarial
masculino;servicio;barberia;cabecera_san_cristobal;2;60.0;2017-04-21;7000000.0;microempresarial
femenino;comercio;cafe_e_internet;buenos_aires;3;10.0;2018-10-03;7800000.0;microempresarial
femenino;comercio;publicidad_y_;buenos_aires;2;9.0;2018-02-08;2250000.0;microempresarial
femenino;industria;fabrica_de_;la_floresta;3;12.0;2018-02-27;5000000.0;microempresarial
masculino;comercio;fabrica_de_;villa_hermosa;3;8.0;2016-09-09;6890000.0;microempresarial
masculino;comercio;tienda;buenos_aires;3;9.0;2018-05-29;7800000.0;microempresarial
femenino;comercio;tienda;san_javier_no_1;1;13.0;2016-04-18;4000000.0;microempresarial
masculino;industria;fabrica_de_;francisco_antonio_zea;3;5.0;2016-07-14;6890000.0;microempresarial
femenino;comercio;taller_de_mecanica;fuente_clara;1;7.0;2018-05-10;7800000.0;microempresarial
femenino;comercio;comidas_rapidas;buenos_aires;3;9.0;2018-02-05;7800000.0;microempresarial
femenino;industria;fabrica_de_;manrique_oriental;1;3.0;2018-09-20;2000000.0;microempresarial
femenino;comercio;variedades;castilla;2;5.0;2017-09-21;1000000.0;microempresarial
femenino;comercio;drogueria;robledo;2;7.0;2017-10-30;7300000.0;microempresarial
femenino;industria;fabrica_de_;andalucia;2;2.0;2019-06-18;8281000.0;microempresarial
femenino;comercio;tienda;la_milagrosa;3;9.0;2017-07-18;7300000.0;microempresarial
masculino;industria;fabrica_de_arepas;robledo;2;7.0;2016-05-06;4500000.0;microempresarial
femenino;comercio;fabrica_de_calzado;cordoba;3;7.0;2018-10-03;1000000.0;microempresarial
masculino;servicio;barberia;cabecera_san_cristobal;1;60.0;2017-04-25;7300000.0;microempresarial
femenino;servicio;peluqueria;aranjuez;2;4.0;2016-12-05;6890000.0;microempresarial
femenino;industria;fabrica_de_;barrio_caicedo;2;9.0;2017-07-04;4500000.0;microempresarial
masculino;comercio;tienda;manrique_central_no__1;2;4.0;2016-11-10;6900000.0;microempresarial
femenino;comercio;variedades;manrique_oriental;2;3.0;2019-06-11;8200000.0;microempresarial
femenino;comercio;restaurante;cristo_rey;3;15.0;2016-12-13;68900000.0;microempresarial
masculino;servicio;drogueria;robledo;1;7.0;2017-03-09;7300000.0;microempresarial
masculino;industria;fabrica_de_;la_isla;1;2.0;2016-12-13;6890000.0;microempresarial
masculino;comercio;panaderia;robledo;2;7.0;2017-03-29;7377000.0;microempresarial
femenino;industria;fabrica_de_;doce_de_octubre_no_1;2;6.0;2019-04-02;5000000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;robledo;1;7.0;2018-08-16;7000000.0;microempresarial
femenino;comercio;tienda;manrique_central_no__1;2;4.0;2018-01-31;2500000.0;microempresarial
femenino;comercio;fabrica_de_;popular;2;1.0;2018-03-14;6000000.0;microempresarial
masculino;comercio;comidas_rapidas;manrique_central_no__1;1;4.0;2017-08-14;7000000.0;microempresarial
femenino;comercio;variedades;pedregal;3;6.0;2018-02-08;5000000.0;microempresarial
masculino;comercio;miscelanea;robledo;1;7.0;2018-02-26;2500000.0;microempresarial
masculino;comercio;fabrica_de_;robledo;2;7.0;2018-03-13;3000000.0;microempresarial
femenino;comercio;tienda;san_javier_no_1;2;13.0;2018-07-17;782000.0;microempresarial
masculino;industria;fabrica_de_alimentos;santa_elena_central;1;90.0;2019-04-24;5000000.0;microempresarial
masculino;servicio;cafe_e_internet;manrique_central_no__2;3;3.0;2017-01-19;3000000.0;microempresarial
femenino;industria;fabrica_de_;san_javier_no_1;1;13.0;2018-05-28;4000000.0;microempresarial
femenino;industria;fabrica_de_;manrique_central_no__1;3;4.0;2017-12-11;7000000.0;microempresarial
femenino;comercio;comidas_rapidas;manrique_central_no__1;2;4.0;2018-12-18;6000000.0;microempresarial
masculino;comercio;bares;cabecera_san_cristobal;2;60.0;2018-01-26;7800000.0;microempresarial
femenino;industria;fabrica_de_;manrique_central_no__1;2;4.0;2018-07-06;6000000.0;microempresarial
femenino;comercio;tienda;buenos_aires;3;9.0;2016-03-18;28000000.0;empresarial_ed__
femenino;comercio;variedades;aranjuez;1;4.0;2016-03-29;2500000.0;microempresarial
femenino;industria;fabrica_de_;robledo;2;7.0;2017-10-24;4000000.0;microempresarial
masculino;industria;panaderia;centro_admtivo;2;10.0;2017-10-05;1500000.0;microempresarial
femenino;comercio;variedades;cabecera_san_antonio_;3;80.0;2017-03-16;7000000.0;microempresarial
masculino;comercio;almacen_de_ropa_en_;popular;2;1.0;2019-01-31;8200000.0;microempresarial
femenino;comercio;peluqueria;manrique_oriental;1;3.0;2018-10-29;5000000.0;microempresarial
femenino;comercio;variedades;manrique_central_no__2;2;3.0;2018-03-02;7800000.0;microempresarial
femenino;comercio;tienda;aranjuez;3;4.0;2017-03-03;7377000.0;microempresarial
femenino;comercio;comidas_rapidas;san_javier_no_1;1;13.0;2017-08-04;2000000.0;microempresarial
masculino;servicio;mantenimiento_en_;belen;3;16.0;2018-08-22;7000000.0;microempresarial
femenino;industria;fabrica_de_;campo_valdes_no__2;2;3.0;2016-09-13;6000000.0;microempresarial
masculino;servicio;restaurante;santa_cruz;2;2.0;2016-07-05;6890000.0;microempresarial
masculino;comercio;almacen_de_ropa_en_;manrique_oriental;3;3.0;2018-02-20;3000000.0;microempresarial
masculino;comercio;variedades;doce_de_octubre_no_1;2;6.0;2018-10-30;7800000.0;microempresarial
femenino;industria;distribuidora_de_;castilla;2;5.0;2018-09-11;7800000.0;microempresarial
femenino;comercio;restaurante;moravia;1;4.0;2018-10-29;7800000.0;microempresarial
masculino;servicio;mantenimiento_en_;manrique_oriental;2;3.0;2018-07-10;19530000.0;empresarial_ed__
masculino;servicio;fotografia;la_pradera;3;13.0;2017-10-02;4200000.0;microempresarial
femenino;comercio;tienda;popular;2;1.0;2018-10-11;7800000.0;credioportuno
femenino;industria;marroquineria;boston;3;10.0;2018-05-30;2500000.0;microempresarial
masculino;servicio;barberia;robledo;2;7.0;2017-08-08;3000000.0;microempresarial
femenino;comercio;comidas_rapidas;granizal;2;1.0;2017-08-03;21000000.0;microempresarial
masculino;servicio;fabrica_de_arepas;manrique_central_no__1;3;4.0;2016-07-19;4000000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;robledo;3;7.0;2017-10-20;7370000.0;microempresarial
masculino;comercio;tienda;el_triunfo;1;6.0;2018-11-30;7800000.0;microempresarial
femenino;servicio;comidas_rapidas;granizal;1;1.0;2016-04-05;2000000.0;microempresarial
femenino;industria;fabrica_de_;popular;2;1.0;2017-10-03;7377000.0;microempresarial
femenino;comercio;productos_de_belleza;castilla;3;5.0;2018-07-23;7800000.0;microempresarial
masculino;comercio;cafeteria;aranjuez;3;4.0;2018-01-26;5000000.0;microempresarial
femenino;comercio;papeleria;aranjuez;2;4.0;2019-02-15;8281000.0;microempresarial
femenino;comercio;productos_de_belleza;buenos_aires;3;9.0;2016-08-16;6890000.0;microempresarial
masculino;comercio;variedades;buenos_aires;3;9.0;2018-02-05;7300000.0;microempresarial
femenino;servicio;peluqueria;andalucia;2;2.0;2017-05-19;5000000.0;microempresarial
masculino;comercio;mantenimiento_en_;san_javier_no_1;2;13.0;2017-02-01;7377000.0;microempresarial
masculino;comercio;charcuteria;cabecera_san_cristobal;3;60.0;2017-03-21;7000000.0;microempresarial
femenino;comercio;tienda;cabecera_san_cristobal;1;60.0;2018-11-06;10.0;microempresarial
femenino;industria;fabrica_de_;la_colina;3;15.0;2018-04-09;3500000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;villa_hermosa;3;8.0;2018-08-22;7800000.0;microempresarial
femenino;servicio;cafeteria;robledo;2;7.0;2016-05-05;5000000.0;microempresarial
femenino;industria;fabrica_de_;picacho;1;6.0;2016-09-28;6000000.0;microempresarial
femenino;servicio;barberia;manrique_central_no__1;2;4.0;2017-05-23;7370000.0;microempresarial
femenino;comercio;variedades;versalles_no__1;1;3.0;2018-01-30;3000000.0;microempresarial
femenino;comercio;variedades;cabecera_san_antonio_;3;80.0;2017-09-25;7000000.0;microempresarial
femenino;industria;fabrica_de_;robledo;1;7.0;2016-12-07;6890000.0;microempresarial
femenino;comercio;comidas_rapidas;calasanz;2;12.0;2018-06-21;2500000.0;microempresarial
femenino;comercio;cafeteria;san_javier_no_1;2;13.0;2017-11-29;7300000.0;microempresarial
masculino;industria;fabrica_de_;belen;3;16.0;2018-04-23;1000000.0;microempresarial
masculino;servicio;fotografia;guayabal;2;15.0;2016-01-28;4500000.0;microempresarial
femenino;comercio;comidas_rapidas;villa_hermosa;3;8.0;2018-07-27;3000000.0;microempresarial
femenino;comercio;papeleria;santa_monica;3;12.0;2018-07-30;4000000.0;microempresarial
femenino;servicio;variedades;robledo;2;7.0;2017-10-30;7300000.0;microempresarial
masculino;servicio;variedades;andalucia;2;2.0;2016-12-13;6000000.0;microempresarial
masculino;comercio;variedades;villa_hermosa;3;8.0;2018-03-06;1500000.0;microempresarial
femenino;comercio;hoteles_moteles_;san_javier_no_1;3;13.0;2017-04-27;6800000.0;microempresarial
masculino;comercio;fabrica_de_calzado;la_milagrosa;2;9.0;2019-04-09;8000000.0;microempresarial
masculino;comercio;tienda;manrique_central_no__2;2;3.0;2016-11-30;6000000.0;microempresarial
femenino;agropecuaria;criadero_de_animales_;cabecera_san_cristobal;2;60.0;2018-10-25;17000000.0;agropecuaria
femenino;servicio;restaurante;santa_cruz;2;2.0;2016-06-23;6000000.0;microempresarial
femenino;servicio;cafe_e_internet;robledo;1;7.0;2017-02-22;7370000.0;microempresarial
femenino;industria;panaderia;santa_cruz;1;2.0;2016-03-31;6000000.0;microempresarial
masculino;servicio;barberia;belen;3;16.0;2017-07-27;7000000.0;microempresarial
masculino;servicio;publicidad_y_;castilla;3;5.0;2019-02-07;4000000.0;microempresarial
masculino;comercio;comidas_rapidas;el_salvador;3;9.0;2017-08-04;7370000.0;microempresarial
femenino;servicio;mantenimiento_en_;castilla;3;5.0;2018-07-10;5574000.0;microempresarial
femenino;comercio;tienda;la_america;3;12.0;2016-06-10;4000000.0;microempresarial
femenino;servicio;peluqueria;cabecera_san_cristobal;2;60.0;2017-07-18;7377000.0;microempresarial
femenino;servicio;almacen_de_ropa_en_;picachito;2;6.0;2017-07-18;7000000.0;microempresarial
femenino;industria;fabrica_de_productos_;santa_cruz;2;2.0;2017-08-11;4000000.0;microempresarial
masculino;industria;cerrajeria;la_avanzada;1;1.0;2018-03-20;7800000.0;microempresarial
femenino;comercio;distribuidora_de_;buenos_aires;1;9.0;2018-07-17;4600000.0;microempresarial
masculino;industria;fabrica_de_;manrique_oriental;2;3.0;2018-09-20;7800000.0;microempresarial
femenino;comercio;fabrica_de_alimentos;el_salvador;3;9.0;2016-11-10;2000000.0;microempresarial
masculino;comercio;tienda;manrique_central_no__1;2;4.0;2018-08-14;3000000.0;microempresarial
masculino;comercio;mantenimiento_en_;enciso;2;8.0;2019-02-28;8200000.0;microempresarial
masculino;servicio;carpinteria;robledo;2;7.0;2016-07-01;6000000.0;microempresarial
femenino;comercio;variedades;belen;3;16.0;2017-09-04;7300000.0;microempresarial
femenino;comercio;publicidad_y_;manrique_oriental;2;3.0;2016-07-18;6890000.0;microempresarial
femenino;industria;fabrica_de_;pablo_vi;2;2.0;2016-11-08;6890000.0;microempresarial
masculino;agropecuaria;criadero_de_animales_;cabecera_san_cristobal;2;60.0;2018-11-20;5000000.0;microempresarial
femenino;industria;fabrica_de_;carpinelo;1;1.0;2017-06-06;7377000.0;microempresarial
femenino;servicio;ferreteria;buenos_aires;3;9.0;2018-07-03;7800000.0;microempresarial
femenino;servicio;peluqueria;campo_valdes_no__1;3;4.0;2018-03-08;3000000.0;microempresarial
femenino;comercio;variedades;el_salvador;3;9.0;2017-10-25;5000000.0;microempresarial
masculino;servicio;recreativo_educativo;belen;3;16.0;2016-04-07;6890000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;santa_cruz;2;2.0;2018-10-25;7800000.0;microempresarial
femenino;servicio;variedades;florencia;3;5.0;2018-07-05;4000000.0;microempresarial
femenino;comercio;comidas_rapidas;villa_hermosa;3;8.0;2018-03-12;5000000.0;microempresarial
femenino;industria;cerrajeria;san_javier_no_1;2;13.0;2018-10-11;7800000.0;microempresarial
femenino;comercio;variedades;santa_cruz;2;2.0;2018-06-15;7800000.0;microempresarial
masculino;comercio;variedades;aranjuez;3;2.0;2017-06-20;7377000.0;microempresarial
femenino;servicio;organización_y_;manrique_central_no__2;2;3.0;2016-06-07;6890000.0;microempresarial
femenino;industria;fabrica_de_;loreto;2;9.0;2018-11-28;5000000.0;microempresarial
femenino;servicio;peluqueria;la_candelaria;1;10.0;2016-11-02;4000000.0;microempresarial
femenino;comercio;comidas_rapidas;belen;3;16.0;2018-05-07;7800000.0;microempresarial
femenino;industria;fabrica_de_;belen;2;16.0;2018-05-23;3000000.0;microempresarial
masculino;comercio;distribuidora_de_;belencito;2;13.0;2017-02-13;30000000.0;empresarial_ed__
femenino;comercio;variedades;san_javier_no_2;3;13.0;2016-09-26;5000000.0;microempresarial
femenino;comercio;comidas_rapidas;versalles_no__1;2;3.0;2016-11-30;3500000.0;microempresarial
masculino;comercio;cerrajeria;enciso;2;8.0;2018-07-26;7800000.0;microempresarial
masculino;servicio;charcuteria;aranjuez;1;4.0;2016-07-27;1200000.0;microempresarial
femenino;servicio;fabrica_de_;popular;1;1.0;2018-11-19;7800000.0;microempresarial
masculino;servicio;variedades;cabecera_san_antonio_;2;80.0;2018-04-16;1300000.0;microempresarial
masculino;servicio;variedades;popular;2;1.0;2019-02-11;4500000.0;microempresarial
femenino;servicio;peluqueria;robledo;2;7.0;2017-04-20;6000000.0;microempresarial
femenino;comercio;bares;santa_cruz;2;2.0;2019-04-02;7000000.0;microempresarial
masculino;comercio;panaderia;buenos_aires;3;9.0;2018-11-16;7800000.0;microempresarial
femenino;comercio;comidas_rapidas;villatina;1;8.0;2018-07-30;7800000.0;microempresarial
masculino;servicio;organización_y_;san_jose_de_la_cima_no__;2;3.0;2018-04-18;800000.0;microempresarial
femenino;industria;fabrica_de_;villatina;2;8.0;2016-02-04;4000000.0;microempresarial
masculino;industria;fabrica_de_productos_;la_milagrosa;3;9.0;2017-08-29;7377000.0;microempresarial
femenino;servicio;cafe_e_internet;robledo;2;7.0;2018-02-14;7000000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;moravia;2;4.0;2018-07-16;7800000.0;microempresarial
masculino;comercio;variedades;san_jose_de_la_cima_no__;1;3.0;2018-03-07;7800000.0;microempresarial
femenino;servicio;fotografia;campo_valdes_no__2;3;3.0;2016-10-06;4000000.0;microempresarial
femenino;industria;fabrica_de_;manrique_central_no__2;3;3.0;2018-04-16;6000000.0;microempresarial
femenino;industria;fabrica_de_;belen;3;16.0;2018-02-26;3500000.0;microempresarial
masculino;comercio;legumbreria;manrique_oriental;2;3.0;2018-07-16;2000000.0;microempresarial
masculino;comercio;comidas_rapidas;cabecera_san_antonio_;3;80.0;2018-04-18;7800000.0;microempresarial
femenino;servicio;peluqueria;aranjuez;3;4.0;2017-09-28;7000000.0;microempresarial
femenino;industria;fabrica_de_;aranjuez;3;4.0;2018-08-06;7800000.0;microempresarial
femenino;industria;fabrica_de_;playon_de_los_;2;2.0;2016-05-10;3000000.0;microempresarial
masculino;comercio;restaurante;robledo;1;7.0;2018-03-08;5000000.0;microempresarial
femenino;industria;fabrica_de_;robledo;1;7.0;2018-08-03;3000000.0;microempresarial
femenino;industria;fabrica_de_;doce_de_octubre_no_1;1;6.0;2016-11-28;5000000.0;microempresarial
femenino;comercio;comidas_rapidas;enciso;2;8.0;2018-04-19;1000000.0;microempresarial
masculino;comercio;almacen_de_ropa_en_;robledo;1;7.0;2017-09-15;5200000.0;microempresarial
femenino;industria;fabrica_de_;robledo;2;7.0;2016-10-11;3000000.0;microempresarial
masculino;servicio;tienda;el_poblado;3;14.0;2017-11-29;5000000.0;microempresarial
femenino;industria;fabrica_de_;belencito;2;13.0;2017-06-06;7000000.0;microempresarial
femenino;industria;fabrica_de_;campo_valdes_no__1;3;4.0;2017-02-28;6000000.0;microempresarial
femenino;comercio;variedades;robledo;2;7.0;2018-10-03;7800000.0;microempresarial
masculino;comercio;almacen_de_ropa_en_;san_javier_no_1;1;13.0;2018-12-06;7800000.0;microempresarial
femenino;servicio;peluqueria;santa_cruz;2;2.0;2017-08-16;1500000.0;microempresarial
femenino;industria;fabrica_de_;santo_domingo_savio_;1;1.0;2018-04-26;7800000.0;microempresarial
femenino;industria;fabrica_de_;manrique_central_no__1;2;4.0;2018-07-26;7800000.0;microempresarial
femenino;industria;fabrica_de_;robledo;2;7.0;2017-03-03;6000000.0;microempresarial
femenino;servicio;peluqueria;aranjuez;3;4.0;2017-03-27;3500000.0;microempresarial
femenino;industria;fabrica_de_;moravia;2;4.0;2017-01-04;3000000.0;microempresarial
femenino;industria;fabrica_de_;buenos_aires;2;9.0;2016-02-26;6890000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;villa_hermosa;3;8.0;2017-03-07;5000000.0;microempresarial
femenino;comercio;variedades;pablo_vi;2;2.0;2016-12-29;5000000.0;microempresarial
femenino;industria;fabrica_de_;kennedy;2;6.0;2019-05-22;4000000.0;microempresarial
femenino;servicio;fabrica_de_;manrique_central_no__2;1;3.0;2016-07-27;5000000.0;microempresarial
femenino;servicio;comidas_rapidas;playon_de_los_;2;2.0;2019-04-01;4000000.0;microempresarial
femenino;servicio;peluqueria;santo_domingo_savio_;2;1.0;2017-06-02;7000000.0;microempresarial
masculino;comercio;joyeria;centro_admtivo;2;10.0;2017-09-19;7377000.0;microempresarial
femenino;industria;variedades;aranjuez;1;4.0;2018-07-03;7800000.0;microempresarial
masculino;comercio;tienda;manrique_oriental;1;3.0;2017-06-06;7377000.0;microempresarial
masculino;servicio;comidas_rapidas;popular;2;1.0;2016-05-17;6890000.0;microempresarial
femenino;industria;fabrica_de_;enciso;2;8.0;2016-08-19;6890000.0;microempresarial
femenino;industria;fabrica_de_;manrique_central_no__2;2;3.0;2016-06-01;3000000.0;microempresarial
masculino;comercio;venta_de_repuestos;granizal;2;1.0;2018-02-09;6000000.0;microempresarial
masculino;comercio;comidas_rapidas;robledo;2;7.0;2018-06-20;5000000.0;microempresarial
masculino;industria;fabrica_de_muebles;loreto;2;9.0;2018-11-01;7812000.0;microempresarial
femenino;industria;taller_de_mecanica;belencito;2;13.0;2017-01-24;7377000.0;microempresarial
femenino;comercio;fabrica_de_;prado;3;10.0;2017-06-06;6000000.0;microempresarial
femenino;comercio;variedades;popular;2;1.0;2018-04-11;5000000.0;microempresarial
masculino;servicio;tienda;santo_domingo_savio_;1;1.0;2018-03-22;3000000.0;microempresarial
femenino;comercio;comidas_rapidas;cabecera_san_cristobal;2;60.0;2018-08-21;2000000.0;microempresarial
masculino;servicio;taller_de_mecanica;santander;2;6.0;2018-01-17;7000000.0;microempresarial
femenino;industria;fabrica_de_colchones;san_javier_no_1;2;13.0;2018-10-25;3000000.0;microempresarial
femenino;comercio;variedades;santa_elena_central;1;90.0;2017-12-01;30000000.0;microempresarial
masculino;industria;fabrica_de_;belen;2;16.0;2018-07-03;5700000.0;microempresarial
masculino;industria;fabrica_de_;villa_niza;2;2.0;2018-04-25;6000000.0;microempresarial
masculino;servicio;taller_de_electronica;boston;3;10.0;2018-08-02;6000000.0;microempresarial
femenino;servicio;peluqueria;robledo;2;7.0;2018-10-17;7800000.0;microempresarial
masculino;servicio;mantenimiento_en_;san_javier_no_1;1;13.0;2016-05-16;6800000.0;microempresarial
femenino;industria;fabrica_de_;barrio_caicedo;2;9.0;2017-05-03;2000000.0;microempresarial
masculino;comercio;variedades;santa_lucia;3;12.0;2018-07-06;7800000.0;microempresarial
femenino;comercio;variedades;buenos_aires;3;9.0;2018-09-05;3500000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;manrique_central_no__1;2;4.0;2017-09-04;3500000.0;microempresarial
masculino;servicio;mantenimiento_en_;la_francia;2;2.0;2019-06-28;5000000.0;microempresarial
femenino;comercio;tienda;san_javier_no_1;2;13.0;2016-04-04;5000000.0;microempresarial
femenino;servicio;peluqueria;enciso;1;8.0;2017-09-12;4400000.0;microempresarial
femenino;industria;panaderia;robledo;2;7.0;2017-08-25;7370000.0;microempresarial
femenino;comercio;variedades;aranjuez;1;4.0;2017-08-22;7000000.0;microempresarial
masculino;industria;fabrica_de_alimentos;girardot;3;5.0;2018-12-04;5500000.0;microempresarial
femenino;comercio;restaurante;san_javier_no_1;1;13.0;2018-07-18;3000000.0;microempresarial
masculino;industria;fabrica_de_;la_pradera;2;13.0;2018-09-03;6000000.0;microempresarial
femenino;comercio;tienda;santo_domingo_savio_;1;1.0;2016-04-11;4000000.0;microempresarial
femenino;comercio;tienda;manrique_central_no__1;3;4.0;2018-02-06;7200000.0;microempresarial
femenino;comercio;variedades;manrique_central_no__1;2;4.0;2016-10-26;6890000.0;microempresarial
femenino;comercio;comidas_rapidas;robledo;1;7.0;2018-03-23;7800000.0;microempresarial
femenino;industria;fabrica_de_;barrio_caicedo;2;9.0;2017-10-31;7377000.0;microempresarial
femenino;comercio;tienda;la_milagrosa;3;9.0;2018-11-02;6000000.0;microempresarial
femenino;industria;fabrica_de_;las_palmas;3;90.0;2017-11-07;3000000.0;microempresarial
masculino;comercio;miscelanea;cabecera_san_cristobal;3;60.0;2018-02-26;1000000.0;microempresarial
femenino;comercio;comidas_rapidas;popular;1;1.0;2018-09-24;6000000.0;microempresarial
masculino;servicio;venta_de_lacteos;manrique_central_no__1;3;4.0;2018-06-01;19530000.0;empresarial_ed__
masculino;comercio;tienda;cabecera_san_cristobal;1;60.0;2018-02-28;4500000.0;microempresarial
femenino;comercio;papeleria;santa_cruz;2;2.0;2017-11-09;7000000.0;microempresarial
femenino;comercio;variedades;manrique_central_no__1;1;4.0;2018-02-06;7800000.0;microempresarial
masculino;comercio;peluqueria;la_floresta;3;12.0;2016-08-05;6890000.0;microempresarial
femenino;comercio;comidas_rapidas;aranjuez;3;4.0;2018-02-22;3000000.0;microempresarial
masculino;comercio;comidas_rapidas;robledo;2;7.0;2018-02-22;6500000.0;microempresarial
masculino;servicio;fabrica_de_;manrique_central_no__2;2;3.0;2016-02-19;2000000.0;microempresarial
femenino;comercio;tienda;kennedy;2;6.0;2018-04-12;7800000.0;microempresarial
femenino;servicio;peluqueria;villatina;2;8.0;2018-01-24;6000000.0;microempresarial
femenino;industria;fabrica_de_;popular;2;1.0;2017-05-23;7377000.0;microempresarial
masculino;comercio;variedades;robledo;2;7.0;2017-09-04;7300000.0;microempresarial
masculino;comercio;almacen_de_ropa_en_;santa_cruz;2;2.0;2019-02-22;8000000.0;microempresarial
masculino;servicio;variedades;robledo;2;7.0;2017-06-21;7377000.0;microempresarial
femenino;industria;fabrica_de_;manrique_central_no__1;2;4.0;2018-07-05;5000000.0;microempresarial
masculino;comercio;reciclaje;centro_admtivo;1;10.0;2018-12-18;4000000.0;microempresarial
masculino;industria;fabrica_de_;el_salvador;2;9.0;2017-03-28;7370000.0;microempresarial
femenino;industria;fabrica_de_;robledo;2;7.0;2019-05-30;7000000.0;microempresarial
femenino;comercio;distribuidora_de_;buenos_aires;3;9.0;2018-08-13;7800000.0;microempresarial
masculino;comercio;miscelanea;playon_de_los_;2;2.0;2018-07-11;7800000.0;microempresarial
femenino;servicio;cerrajeria;villa_hermosa;3;8.0;2017-09-21;7300000.0;microempresarial
femenino;comercio;venta_de_lacteos;barrio_caicedo;2;9.0;2017-09-07;7370000.0;microempresarial
masculino;industria;fabrica_de_productos_;enciso;3;8.0;2018-04-20;7800000.0;microempresarial
femenino;industria;fabrica_de_;cabecera_san_cristobal;2;60.0;2018-08-03;3000000.0;microempresarial
masculino;comercio;variedades;aranjuez;2;4.0;2017-12-13;5000000.0;microempresarial
femenino;servicio;peluqueria;enciso;2;8.0;2019-04-29;8000000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;guayabal;3;15.0;2019-05-09;8281000.0;microempresarial
femenino;servicio;papeleria;robledo;2;7.0;2016-07-21;5000000.0;microempresarial
femenino;servicio;peluqueria;santa_cruz;2;2.0;2019-06-14;7000000.0;microempresarial
masculino;comercio;papeleria;belen;3;16.0;2018-06-14;7000000.0;microempresarial
masculino;servicio;comidas_rapidas;guayabal;2;15.0;2016-02-23;6800000.0;microempresarial
femenino;comercio;peluqueria;pedregal;3;6.0;2017-09-12;7300000.0;microempresarial
femenino;comercio;fabrica_de_calzado;cabecera_san_antonio_;3;80.0;2017-11-20;4422000.0;microempresarial
masculino;comercio;tienda;trinidad;3;15.0;2016-10-14;6800000.0;microempresarial
masculino;industria;fotografia;popular;2;1.0;2018-10-31;6000000.0;microempresarial
femenino;industria;fabrica_de_;belen;2;16.0;2017-04-07;7370000.0;microempresarial
femenino;comercio;tienda;enciso;1;8.0;2017-11-17;5000000.0;microempresarial
masculino;comercio;tienda;robledo;1;7.0;2017-02-03;7000000.0;microempresarial
masculino;comercio;variedades;enciso;1;8.0;2018-04-04;7000000.0;microempresarial
femenino;comercio;tienda;doce_de_octubre_no_1;2;6.0;2018-11-20;5000000.0;microempresarial
femenino;comercio;fabrica_de_;alfonso_lopez;2;5.0;2018-02-08;6000000.0;microempresarial
femenino;comercio;miscelanea;calasanz_parte_alta;1;12.0;2016-11-01;6890000.0;microempresarial
femenino;servicio;papeleria;santa_cruz;2;2.0;2017-04-26;7377000.0;microempresarial
