sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
masculino;industria;fabrica_de_;florencia;3;5.0;2017-04-20;7300000.0;microempresarial
femenino;comercio;comidas_rapidas;villa_hermosa;3;8.0;2018-06-28;3000000.0;microempresarial
masculino;comercio;tienda;el_diamante;2;3.0;2019-02-12;6750000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;villa_del_socorro;2;2.0;2017-08-24;7300000.0;microempresarial
femenino;comercio;variedades;boston;3;10.0;2017-09-22;7377000.0;microempresarial
femenino;comercio;variedades;manrique_central_no__2;2;3.0;2017-05-04;7377000.0;microempresarial
femenino;comercio;variedades;picacho;1;6.0;2019-01-31;8280000.0;microempresarial
masculino;comercio;carniceria;buenos_aires;2;9.0;2018-07-11;2000000.0;microempresarial
femenino;comercio;variedades;aranjuez;3;4.0;2018-10-03;7000000.0;microempresarial
masculino;comercio;variedades;buenos_aires;2;9.0;2017-03-29;1500000.0;microempresarial
masculino;comercio;carniceria;santo_domingo_savio_;2;1.0;2018-05-11;5000000.0;microempresarial
masculino;industria;fabrica_de_alimentos;santo_domingo_savio_;1;1.0;2017-07-28;7300000.0;microempresarial
femenino;servicio;peluqueria;campo_valdes_no__1;3;4.0;2017-05-11;7000000.0;microempresarial
masculino;servicio;peluqueria;cataluna;3;9.0;2017-04-03;7377000.0;microempresarial
femenino;comercio;variedades;robledo;3;7.0;2017-10-25;7300000.0;microempresarial
masculino;servicio;recreativo_educativo;robledo;2;7.0;2016-02-25;5000000.0;microempresarial
femenino;servicio;peluqueria;belen;3;16.0;2018-06-18;3000000.0;microempresarial
femenino;industria;fabrica_de_;francisco_antonio_zea;3;5.0;2017-03-08;300000.0;microempresarial
masculino;servicio;barberia;popular;2;1.0;2017-06-09;6500000.0;microempresarial
femenino;comercio;fabrica_de_;barrio_caicedo;2;9.0;2017-02-22;5000000.0;microempresarial
masculino;comercio;fabrica_de_;villa_hermosa;3;8.0;2017-05-19;7377000.0;microempresarial
femenino;industria;fabrica_de_;moravia;2;4.0;2018-08-23;4000000.0;microempresarial
masculino;comercio;tienda;buenos_aires;3;9.0;2018-06-18;7800000.0;microempresarial
masculino;servicio;publicidad_y_;popular;2;1.0;2018-02-15;5000000.0;microempresarial
femenino;industria;fabrica_de_;manrique_oriental;2;3.0;2017-05-08;7377000.0;microempresarial
masculino;comercio;distribuidora_de_;enciso;2;8.0;2018-02-01;7377000.0;microempresarial
femenino;industria;fabrica_de_;boston;3;10.0;2016-08-09;6890000.0;microempresarial
femenino;industria;fabrica_de_;villatina;2;8.0;2017-03-28;4000000.0;microempresarial
masculino;servicio;peluqueria;aranjuez;3;4.0;2016-10-11;6890000.0;microempresarial
masculino;industria;fabrica_de_;aranjuez;3;4.0;2018-05-07;5700000.0;microempresarial
femenino;comercio;fabrica_de_alimentos;altavista;2;70.0;2018-06-01;1000000.0;microempresarial
femenino;comercio;tienda;robledo;2;7.0;2017-03-24;7370000.0;microempresarial
femenino;industria;fabrica_de_;doce_de_octubre_no_1;2;6.0;2017-11-02;5000000.0;microempresarial
masculino;servicio;peluqueria;popular;2;1.0;2017-11-15;7370000.0;microempresarial
femenino;industria;fabrica_de_;playon_de_los_;2;2.0;2017-10-05;7000000.0;microempresarial
femenino;comercio;restaurante;belen;2;16.0;2017-06-02;3000000.0;microempresarial
femenino;comercio;variedades;moravia;2;4.0;2018-04-05;2500000.0;microempresarial
masculino;comercio;comidas_rapidas;belen;3;16.0;2018-05-02;3500000.0;microempresarial
femenino;comercio;variedades;belen;2;16.0;2017-11-23;3000000.0;microempresarial
masculino;comercio;tienda;manrique_oriental;2;3.0;2019-05-08;8000000.0;microempresarial
masculino;comercio;tienda_de_helados;villa_hermosa;3;8.0;2018-06-07;5000000.0;microempresarial
femenino;industria;fabrica_de_;san_pablo;1;1.0;2018-05-29;2500000.0;microempresarial
femenino;industria;fabrica_de_;cabecera_san_antonio_;3;80.0;2017-11-09;4000000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;belen;3;16.0;2018-06-27;7800000.0;microempresarial
femenino;servicio;restaurante;enciso;1;8.0;2016-10-07;4130000.0;microempresarial
masculino;comercio;tienda;manrique_oriental;2;3.0;2018-10-31;6500000.0;microempresarial
masculino;servicio;mantenimiento_en_;la_francia;2;2.0;2018-10-29;7000000.0;microempresarial
femenino;comercio;variedades;aranjuez;3;4.0;2016-09-19;3000000.0;microempresarial
masculino;comercio;fabrica_de_alimentos;san_javier_no_1;1;13.0;2018-05-16;2000000.0;microempresarial
femenino;servicio;peluqueria;santo_domingo_savio_;2;1.0;2018-07-11;5000000.0;microempresarial
femenino;servicio;barberia;villa_hermosa;2;8.0;2018-03-06;7800000.0;microempresarial
femenino;industria;fabrica_de_;la_frontera;2;2.0;2016-12-06;6800000.0;microempresarial
femenino;agropecuaria;sembrados;manrique_central_no__1;2;4.0;2017-11-07;7377000.0;microempresarial
masculino;comercio;variedades;popular;2;1.0;2018-01-24;7000000.0;microempresarial
femenino;servicio;peluqueria;belen;3;16.0;2017-12-12;3500000.0;microempresarial
femenino;comercio;variedades;buenos_aires;1;9.0;2019-02-13;7000000.0;microempresarial
femenino;industria;fabrica_de_;robledo;2;7.0;2016-03-07;3000000.0;microempresarial
femenino;comercio;variedades;buenos_aires;2;9.0;2018-08-01;7800000.0;microempresarial
femenino;industria;fabrica_de_;villa_hermosa;1;8.0;2017-09-12;5000000.0;microempresarial
masculino;comercio;carpinteria;cabecera_san_antonio_;2;80.0;2018-07-25;6000000.0;microempresarial
femenino;comercio;comidas_rapidas;buenos_aires;3;9.0;2016-08-31;6890000.0;microempresarial
femenino;servicio;peluqueria;villatina;2;8.0;2016-07-22;6800000.0;microempresarial
femenino;comercio;variedades;manrique_central_no__2;3;3.0;2016-12-13;4000000.0;microempresarial
masculino;industria;fabrica_de_calzado;el_salvador;3;9.0;2016-09-29;6894000.0;microempresarial
masculino;comercio;distribuidora_de_;moravia;2;4.0;2018-05-25;3000000.0;microempresarial
femenino;industria;fabrica_de_;castilla;3;5.0;2018-04-03;7000000.0;microempresarial
femenino;industria;fabrica_de_;villa_niza;2;2.0;2018-12-20;7000000.0;microempresarial
femenino;comercio;tienda;manrique_central_no__2;3;3.0;2016-08-04;6890000.0;microempresarial
femenino;industria;fabrica_de_;san_javier_no_1;1;13.0;2018-10-29;7800000.0;microempresarial
femenino;industria;fabrica_de_;robledo;2;7.0;2017-09-11;3000000.0;microempresarial
femenino;comercio;tienda;aranjuez;2;4.0;2019-03-01;8281000.0;microempresarial
femenino;comercio;tienda;santa_elena_central;2;90.0;2017-09-06;7377000.0;microempresarial
femenino;servicio;bares;santa_cruz;2;2.0;2018-05-02;3000000.0;microempresarial
femenino;servicio;peluqueria;playon_de_los_;2;2.0;2018-09-10;30000000.0;microempresarial
femenino;comercio;variedades;cabecera_san_antonio_;2;80.0;2016-01-25;4000000.0;microempresarial
masculino;comercio;restaurante;moravia;2;4.0;2018-03-22;7800000.0;microempresarial
femenino;industria;fabrica_de_;manrique_central_no__1;3;3.0;2018-11-28;7500000.0;microempresarial
masculino;comercio;almacen_de_ropa_en_;cabecera_san_antonio_;2;10.0;2019-03-27;4000000.0;microempresarial
femenino;industria;cafe_e_internet;robledo;2;7.0;2018-02-28;3000000.0;microempresarial
femenino;comercio;panaderia;manrique_oriental;2;3.0;2017-09-25;7370000.0;microempresarial
femenino;comercio;tienda;san_javier_no_1;2;13.0;2018-01-16;4000000.0;microempresarial
masculino;comercio;almacen_de_ropa_en_;toscana;1;5.0;2018-02-16;7800000.0;microempresarial
femenino;comercio;comidas_rapidas;andalucia;2;2.0;2018-04-04;7000000.0;microempresarial
femenino;comercio;tienda;carpinelo;1;1.0;2018-06-08;7000000.0;microempresarial
femenino;comercio;fabrica_de_helados;robledo;2;7.0;2017-08-02;5000000.0;microempresarial
femenino;comercio;tienda;robledo;2;7.0;2018-11-29;7200000.0;microempresarial
femenino;agropecuaria;sembrados;santa_elena_central;2;90.0;2016-09-13;13000000.0;agropecuaria
femenino;comercio;ferreteria;juan_xxiii_la_quiebra;2;13.0;2016-07-18;6890000.0;microempresarial
femenino;servicio;comidas_rapidas;kennedy;2;6.0;2016-11-03;4000000.0;microempresarial
femenino;comercio;tienda;san_javier_no_1;1;13.0;2016-01-21;6800000.0;microempresarial
masculino;comercio;tienda;belen;3;16.0;2018-11-14;7800000.0;microempresarial
masculino;servicio;comidas_rapidas;manrique_central_no__1;3;4.0;2017-08-17;5000000.0;microempresarial
femenino;comercio;tienda;manrique_central_no__1;3;4.0;2017-12-22;60.0;microempresarial
masculino;comercio;tienda;picacho;1;6.0;2016-12-19;680000.0;microempresarial
masculino;comercio;comidas_rapidas;trinidad;3;15.0;2018-07-05;800000.0;microempresarial
femenino;comercio;variedades;doce_de_octubre_no_1;1;6.0;2017-05-09;4000000.0;microempresarial
masculino;comercio;comidas_rapidas;toscana;2;5.0;2017-04-25;7000000.0;microempresarial
femenino;industria;fabrica_de_;villa_del_socorro;1;2.0;2017-10-30;7370000.0;microempresarial
femenino;industria;fabrica_de_;el_chagualo;3;10.0;2017-07-14;7000000.0;microempresarial
femenino;comercio;cafeteria;jardin_botanico;2;4.0;2017-09-27;7000000.0;microempresarial
femenino;servicio;peluqueria;buenos_aires;3;9.0;2017-09-06;3000000.0;microempresarial
femenino;comercio;comidas_rapidas;aranjuez;2;4.0;2018-10-26;7800000.0;microempresarial
femenino;servicio;variedades;boyaca;3;5.0;2017-08-24;22000000.0;juridica_y_cap_semilla
femenino;industria;fabrica_de_;guayabal;3;15.0;2017-08-29;6500000.0;microempresarial
femenino;comercio;miscelanea;robledo;2;7.0;2017-11-28;4500000.0;microempresarial
masculino;industria;fabrica_de_;la_pradera;3;13.0;2018-11-06;4000000.0;microempresarial
femenino;servicio;taller_de_mecanica;san_javier_no_1;2;13.0;2017-06-09;5000000.0;microempresarial
femenino;comercio;papeleria;san_javier_no_2;2;13.0;2016-03-04;6000000.0;microempresarial
femenino;agropecuaria;variedades;manrique_central_no__1;2;4.0;2018-02-20;3000000.0;microempresarial
femenino;industria;fabrica_de_;robledo;1;7.0;2016-09-26;6800000.0;microempresarial
masculino;servicio;mantenimiento_en_;moravia;2;4.0;2018-12-11;6600000.0;microempresarial
masculino;comercio;tienda;san_javier_no_1;1;13.0;2016-05-26;6000000.0;microempresarial
masculino;servicio;mantenimiento_en_;santa_elena_central;2;90.0;2017-02-01;7300000.0;microempresarial
femenino;comercio;panaderia;santo_domingo_savio_;1;1.0;2018-05-16;7800000.0;microempresarial
femenino;servicio;gimnasio;villa_hermosa;3;8.0;2018-12-11;7800000.0;microempresarial
femenino;industria;fabrica_de_;san_pablo;2;3.0;2019-02-04;700.0;microempresarial
femenino;industria;fabrica_de_;calasanz;1;12.0;2017-10-30;5000000.0;microempresarial
masculino;comercio;tienda;aguas_frias;1;70.0;2019-04-11;8200000.0;microempresarial
femenino;industria;fabrica_de_;kennedy;2;6.0;2019-05-20;6000000.0;microempresarial
masculino;servicio;drogueria;manrique_central_no__1;3;4.0;2018-03-14;7812420.0;microempresarial
femenino;agropecuaria;criadero_de_animales_;olaya_herrera;1;7.0;2017-07-14;7300000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;robledo;2;7.0;2018-03-15;3000000.0;microempresarial
femenino;servicio;peluqueria;pablo_vi;2;2.0;2018-05-29;7500000.0;microempresarial
femenino;servicio;taller_de_mecanica;manrique_central_no__1;2;4.0;2016-09-17;6500000.0;microempresarial
femenino;comercio;papeleria;manrique_central_no__1;1;4.0;2017-11-28;3500000.0;microempresarial
femenino;servicio;productos_de_belleza;doce_de_octubre_no_1;2;6.0;2017-07-06;7370000.0;microempresarial
masculino;comercio;variedades;robledo;2;7.0;2018-06-07;3500000.0;microempresarial
masculino;servicio;barberia;carpinelo;1;1.0;2017-02-23;7000000.0;microempresarial
femenino;comercio;comidas_rapidas;santa_cruz;1;2.0;2017-10-30;7000000.0;microempresarial
femenino;comercio;tienda;popular;2;1.0;2019-05-15;8200000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;robledo;2;7.0;2018-01-25;7800000.0;microempresarial
masculino;comercio;tienda;manrique_central_no__1;2;4.0;2018-05-11;4000000.0;microempresarial
masculino;comercio;restaurante;castilla;3;5.0;2017-02-16;7300000.0;microempresarial
femenino;industria;fabrica_de_;manrique_central_no__1;2;4.0;2017-05-17;6890000.0;microempresarial
masculino;industria;taller_de_mecanica;andalucia;2;2.0;2017-02-10;5000000.0;microempresarial
femenino;industria;fabrica_de_;robledo;2;7.0;2017-08-03;7300000.0;microempresarial
femenino;comercio;variedades;pedregal;1;6.0;2018-10-26;6000000.0;microempresarial
femenino;industria;fabrica_de_;barrio_caicedo;2;9.0;2018-10-18;1400000.0;microempresarial
femenino;industria;fabrica_de_;villatina;2;8.0;2017-06-28;7300000.0;microempresarial
femenino;comercio;tienda;manrique_oriental;2;3.0;2017-04-24;4000000.0;microempresarial
femenino;servicio;fabrica_de_;manrique_central_no__2;1;3.0;2016-06-23;6000000.0;microempresarial
femenino;servicio;restaurante;robledo;1;7.0;2018-05-16;3000000.0;microempresarial
masculino;industria;cerrajeria;la_floresta;1;12.0;2018-08-31;7000000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;santa_cruz;2;2.0;2017-10-02;2000000.0;microempresarial
masculino;comercio;tienda;robledo;3;7.0;2017-11-10;7000000.0;microempresarial
femenino;comercio;variedades;cordoba;3;7.0;2017-06-28;7370000.0;microempresarial
femenino;comercio;variedades;cabecera_san_antonio_;2;80.0;2016-09-12;6800000.0;microempresarial
femenino;comercio;tienda;popular;1;1.0;2016-04-25;4000000.0;microempresarial
femenino;comercio;variedades;toscana;3;5.0;2017-10-24;1000000.0;microempresarial
femenino;comercio;variedades;san_jose_de_la_cima_no__;2;3.0;2018-02-15;7000000.0;microempresarial
masculino;servicio;barberia;manrique_central_no__2;2;3.0;2017-10-18;7000000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;santo_domingo_savio_;1;1.0;2016-07-11;6000000.0;microempresarial
masculino;servicio;mantenimiento_en_;san_diego;2;10.0;2017-11-21;4000000.0;microempresarial
femenino;comercio;variedades;villatina;1;8.0;2017-10-17;7000000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;campo_valdes_no__1;3;4.0;2016-07-11;6000000.0;microempresarial
femenino;industria;fabrica_de_;cabecera_san_antonio_;3;80.0;2018-11-09;6000000.0;microempresarial
masculino;servicio;taller_de_mecanica;naranjal;3;11.0;2018-07-06;7800000.0;microempresarial
femenino;comercio;fabrica_de_velas;robledo;2;7.0;2018-06-08;7800000.0;microempresarial
femenino;comercio;licorera;barrio_caicedo;2;9.0;2017-08-01;7377000.0;microempresarial
femenino;industria;fabrica_de_;playon_de_los_;2;2.0;2018-09-14;10376379.0;microempresarial
masculino;servicio;variedades;enciso;2;8.0;2018-08-27;5000000.0;microempresarial
femenino;comercio;papeleria;villa_hermosa;3;8.0;2018-10-24;1000000.0;microempresarial
femenino;servicio;peluqueria;popular;2;1.0;2018-07-06;5000000.0;microempresarial
masculino;industria;fabrica_de_;manrique_central_no__1;1;4.0;2018-06-06;5500000.0;microempresarial
femenino;industria;fabrica_de_;la_milagrosa;3;9.0;2018-07-10;5000000.0;microempresarial
femenino;comercio;fabrica_de_productos_;robledo;2;7.0;2018-11-16;1500000.0;microempresarial
masculino;comercio;drogueria;la_pradera;2;13.0;2017-06-09;7000000.0;microempresarial
femenino;industria;fabrica_de_;20_de_julio;1;13.0;2018-09-05;7800000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;guayabal;3;15.0;2017-12-05;7000000.0;microempresarial
femenino;comercio;variedades;picacho;1;6.0;2018-02-08;7377000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;belencito;2;13.0;2018-07-11;2000000.0;microempresarial
femenino;industria;fabrica_de_;santa_cruz;2;2.0;2016-06-21;5000000.0;microempresarial
femenino;servicio;peluqueria;robledo;2;7.0;2018-09-03;7800000.0;microempresarial
masculino;comercio;tienda;barrio_caicedo;1;9.0;2017-06-21;7377000.0;microempresarial
masculino;servicio;carniceria;la_milagrosa;2;9.0;2017-09-14;7000000.0;microempresarial
femenino;servicio;variedades;aranjuez;2;4.0;2017-08-18;7300000.0;microempresarial
femenino;comercio;comidas_rapidas;buenos_aires;2;9.0;2018-10-03;6000000.0;microempresarial
femenino;comercio;variedades;san_german;2;7.0;2018-07-23;7800000.0;microempresarial
masculino;comercio;variedades;san_javier_no_1;1;13.0;2018-03-02;2500000.0;microempresarial
masculino;servicio;comidas_rapidas;la_milagrosa;3;9.0;2017-05-26;7000000.0;microempresarial
femenino;comercio;ferreteria;castilla;2;5.0;2018-01-25;7800000.0;microempresarial
femenino;industria;fabrica_de_;robledo;2;7.0;2017-09-04;5000000.0;microempresarial
femenino;comercio;variedades;villa_niza;2;2.0;2019-04-29;1000000.0;microempresarial
masculino;comercio;charcuteria;villatina;2;8.0;2017-05-30;7000000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;manrique_central_no__2;2;3.0;2016-09-01;3000000.0;microempresarial
masculino;comercio;comidas_rapidas;barrio_caicedo;1;9.0;2018-06-13;3000000.0;microempresarial
masculino;industria;fabrica_de_;cabecera_san_cristobal;1;60.0;2017-12-22;7300000.0;microempresarial
femenino;comercio;variedades;picacho;1;6.0;2018-05-30;7000000.0;microempresarial
femenino;industria;fabrica_de_;kennedy;2;6.0;2018-10-31;5500000.0;microempresarial
femenino;comercio;comidas_rapidas;blanquizal;1;13.0;2016-08-10;6000000.0;microempresarial
masculino;comercio;variedades;santo_domingo_savio_;1;1.0;2017-11-02;7300000.0;microempresarial
femenino;comercio;papeleria;robledo;2;7.0;2019-02-13;6000000.0;microempresarial
femenino;comercio;variedades;el_salvador;3;9.0;2018-01-17;7800000.0;microempresarial
femenino;industria;fabrica_de_;robledo;2;7.0;2017-02-16;7000000.0;microempresarial
femenino;industria;fabrica_de_alimentos;la_francia;2;2.0;2016-06-03;4000000.0;microempresarial
masculino;servicio;comidas_rapidas;robledo;2;7.0;2016-04-21;3500000.0;microempresarial
masculino;comercio;fabrica_de_alimentos;san_diego;2;10.0;2016-09-06;6840000.0;microempresarial
femenino;comercio;comidas_rapidas;alfonso_lopez;3;5.0;2017-03-02;7377000.0;microempresarial
femenino;comercio;variedades;boston;2;10.0;2017-03-02;7000000.0;microempresarial
femenino;servicio;montallantas;manrique_oriental;2;3.0;2018-03-20;7800000.0;microempresarial
masculino;comercio;fabrica_de_alimentos;popular;2;1.0;2018-12-17;7800000.0;microempresarial
masculino;comercio;tienda;san_javier_no_1;2;13.0;2018-02-15;5000000.0;microempresarial
masculino;comercio;miscelanea;cabecera_san_antonio_;3;80.0;2017-03-03;5000000.0;microempresarial
femenino;comercio;tienda;las_palmas;2;10.0;2016-07-14;6000000.0;microempresarial
femenino;industria;fabrica_de_calzado;enciso;1;8.0;2019-02-28;1500000.0;microempresarial
femenino;servicio;jardineria;manrique_central_no__1;2;4.0;2018-11-14;4000000.0;microempresarial
masculino;comercio;variedades;picacho;1;6.0;2017-07-12;7370000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;cabecera_san_cristobal;3;60.0;2017-05-26;7000000.0;microempresarial
femenino;industria;fabrica_de_;belencito;2;13.0;2016-07-06;6890000.0;microempresarial
femenino;industria;fabrica_de_;andalucia;2;2.0;2017-07-18;7370000.0;microempresarial
femenino;comercio;variedades;florencia;3;5.0;2018-06-05;1500000.0;microempresarial
femenino;comercio;comidas_rapidas;santa_cruz;2;2.0;2018-08-02;3000000.0;microempresarial
femenino;comercio;variedades;villa_hermosa;3;8.0;2018-12-12;3000000.0;microempresarial
masculino;comercio;fabrica_de_alimentos;robledo;2;7.0;2018-07-17;4000000.0;microempresarial
femenino;industria;fabrica_de_;doce_de_octubre_no_1;2;6.0;2016-11-24;6000000.0;microempresarial
femenino;comercio;cafeteria;las_palmas;3;10.0;2017-06-29;5000000.0;microempresarial
masculino;comercio;comidas_rapidas;manrique_central_no__1;2;4.0;2017-02-07;7100000.0;microempresarial
masculino;comercio;distribuidora_de_;trinidad;3;15.0;2019-04-29;8281000.0;microempresarial
femenino;servicio;peluqueria;llanaditas;1;8.0;2017-08-11;7370000.0;microempresarial
masculino;servicio;fabrica_de_;guayabal;3;15.0;2016-01-14;6800000.0;microempresarial
masculino;comercio;comidas_rapidas;granizal;2;1.0;2019-05-23;6500000.0;microempresarial
masculino;comercio;variedades;robledo;2;7.0;2017-08-28;7377000.0;microempresarial
femenino;comercio;variedades;aranjuez;3;4.0;2017-07-14;7000000.0;microempresarial
femenino;servicio;peluqueria;santo_domingo_savio_;2;1.0;2018-11-07;4000000.0;microempresarial
masculino;comercio;legumbreria;robledo;2;7.0;2017-07-14;4000000.0;microempresarial
masculino;comercio;variedades;cabecera_san_antonio_;3;80.0;2017-06-30;7300000.0;microempresarial
masculino;servicio;cafe_e_internet;popular;2;1.0;2017-07-04;5000000.0;microempresarial
femenino;servicio;variedades;francisco_antonio_zea;2;5.0;2016-09-21;68400000.0;microempresarial
masculino;comercio;tienda;llanaditas;1;8.0;2019-03-13;8280000.0;microempresarial
femenino;servicio;peluqueria;lopez_de_mesa;3;7.0;2018-07-09;2200000.0;microempresarial
femenino;industria;fabrica_de_;robledo;2;7.0;2017-08-22;7300000.0;microempresarial
femenino;comercio;variedades;san_isidro;3;4.0;2018-03-21;7000000.0;microempresarial
femenino;comercio;fotografia;buenos_aires;3;9.0;2019-03-26;1500000.0;microempresarial
masculino;comercio;tienda;robledo;2;7.0;2018-10-26;4000000.0;microempresarial
femenino;industria;fabrica_de_;la_oculta;2;80.0;2017-05-26;7377000.0;microempresarial
masculino;servicio;variedades;robledo;1;7.0;2017-08-23;7300000.0;microempresarial
femenino;industria;fabrica_de_;la_floresta;3;12.0;2018-05-28;5000000.0;microempresarial
femenino;comercio;tienda;robledo;2;7.0;2018-01-26;7800000.0;microempresarial
femenino;comercio;fabrica_de_;la_milagrosa;2;9.0;2018-05-10;7800000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;enciso;3;8.0;2017-08-09;7000000.0;microempresarial
femenino;industria;fabrica_de_;la_loma;3;60.0;2018-05-30;7800000.0;microempresarial
masculino;servicio;cafe_e_internet;robledo;2;7.0;2018-02-07;7800000.0;microempresarial
masculino;comercio;tienda_naturista;andalucia;2;2.0;2018-02-06;4000000.0;microempresarial
masculino;servicio;barberia;castilla;3;5.0;2019-01-29;4000000.0;microempresarial
femenino;servicio;panaderia;manrique_central_no__1;2;4.0;2017-04-19;7300000.0;microempresarial
femenino;comercio;fabrica_de_productos_;san_javier_no_1;3;13.0;2017-04-24;7000000.0;microempresarial
femenino;industria;fabrica_de_;robledo;3;7.0;2016-04-21;5000000.0;microempresarial
femenino;comercio;variedades;moravia;2;4.0;2017-09-29;4400000.0;microempresarial
masculino;comercio;variedades;andalucia;2;2.0;2018-06-06;7800000.0;microempresarial
femenino;comercio;variedades;miranda;2;4.0;2017-07-31;7000000.0;microempresarial
femenino;servicio;barberia;manrique_central_no__1;2;4.0;2018-09-24;5000000.0;microempresarial
masculino;servicio;variedades;cabecera_san_cristobal;2;60.0;2018-04-19;5000000.0;microempresarial
femenino;comercio;distribuidora_de_;villa_hermosa;3;8.0;2017-11-14;6000000.0;microempresarial
femenino;industria;fabrica_de_;blanquizal;1;13.0;2019-05-13;1500000.0;microempresarial
femenino;comercio;tienda_de_helados;enciso;2;8.0;2017-05-31;7300000.0;microempresarial
femenino;comercio;variedades;andalucia;2;2.0;2018-11-15;7800000.0;microempresarial
masculino;industria;panaderia;villa_del_socorro;2;2.0;2018-07-16;7000000.0;microempresarial
masculino;servicio;variedades;la_ladera;3;8.0;2017-10-31;5000000.0;microempresarial
femenino;comercio;variedades;aranjuez;2;4.0;2018-03-13;1200000.0;microempresarial
masculino;industria;fabrica_de_;la_milagrosa;2;9.0;2018-06-27;7800000.0;microempresarial
masculino;comercio;tienda;villa_hermosa;3;8.0;2017-02-10;1500000.0;microempresarial
masculino;comercio;variedades;santa_cruz;2;2.0;2018-04-27;78000000.0;microempresarial
femenino;industria;fabrica_de_;cabecera_san_cristobal;2;60.0;2017-11-01;7300000.0;microempresarial
masculino;comercio;alquiler_de_peliculas;la_candelaria;3;10.0;2018-11-19;6500000.0;microempresarial
femenino;comercio;comidas_rapidas;campo_valdes_no__1;3;4.0;2018-08-23;3000000.0;microempresarial
masculino;industria;fabrica_de_;manrique_central_no__1;3;4.0;2018-11-29;3000000.0;microempresarial
femenino;comercio;variedades;buenos_aires;2;9.0;2018-01-10;6000000.0;microempresarial
femenino;industria;fabrica_de_;villa_niza;2;2.0;2016-10-10;5000000.0;microempresarial
femenino;servicio;almacen_de_ropa_en_;santander;2;6.0;2019-05-13;6000000.0;microempresarial
masculino;industria;fabrica_de_;barrio_caicedo;2;9.0;2017-08-04;6000000.0;microempresarial
femenino;comercio;variedades;cabecera_san_cristobal;2;60.0;2018-11-06;2000000.0;microempresarial
femenino;comercio;restaurante;villa_hermosa;3;8.0;2018-07-26;7000000.0;microempresarial
femenino;comercio;restaurante;el_vergel;3;80.0;2018-06-12;7800000.0;microempresarial
masculino;servicio;fabrica_de_alimentos;belen;2;16.0;2016-10-21;6800000.0;microempresarial
masculino;industria;marroquineria;enciso;1;8.0;2016-11-08;6890000.0;microempresarial
femenino;comercio;variedades;villatina;2;8.0;2018-10-26;4000000.0;microempresarial
femenino;servicio;comidas_rapidas;enciso;2;8.0;2018-03-12;5000000.0;microempresarial
masculino;servicio;comidas_rapidas;las_palmas;3;10.0;2016-07-12;6000000.0;microempresarial
femenino;comercio;comidas_rapidas;el_salvador;3;9.0;2018-05-23;7800000.0;microempresarial
femenino;comercio;tienda;castilla;3;5.0;2017-07-17;30000000.0;microempresarial
femenino;comercio;comidas_rapidas;santo_domingo_savio_;1;1.0;2018-06-05;7000000.0;microempresarial
masculino;servicio;comidas_rapidas;belen;3;16.0;2016-03-29;4000000.0;microempresarial
femenino;comercio;legumbreria;la_floresta;3;12.0;2017-10-11;5000000.0;microempresarial
femenino;comercio;almacen_de_ropa_en_;manrique_oriental;2;3.0;2018-10-29;4000000.0;microempresarial
femenino;comercio;comidas_rapidas;doce_de_octubre_no_1;2;6.0;2016-08-09;6890000.0;microempresarial
masculino;industria;fabrica_de_;palermo;2;4.0;2016-06-28;3000000.0;microempresarial
femenino;servicio;taller_de_mecanica;santo_domingo_savio_;1;1.0;2017-10-12;7000000.0;microempresarial
femenino;comercio;variedades;san_jose_de_la_cima_no__;1;3.0;2016-08-24;6000000.0;microempresarial
masculino;comercio;comidas_rapidas;lopez_de_mesa;3;7.0;2018-10-30;6500000.0;microempresarial
masculino;agropecuaria;productos_de_belleza;santa_elena_central;1;90.0;2018-05-16;800000.0;microempresarial
masculino;comercio;variedades;san_javier_no_1;2;13.0;2018-07-25;6000000.0;microempresarial
femenino;industria;fabrica_de_;santa_cruz;2;2.0;2019-05-29;6000000.0;microempresarial
femenino;comercio;papeleria;villa_hermosa;2;8.0;2018-01-19;4500000.0;microempresarial
femenino;industria;fabrica_de_;carpinelo;1;1.0;2017-04-03;7377000.0;microempresarial
femenino;comercio;legumbreria;robledo;1;7.0;2016-04-06;4000000.0;microempresarial
femenino;industria;fabrica_de_;la_floresta;3;12.0;2018-03-01;4000000.0;microempresarial
femenino;comercio;variedades;buenos_aires;2;9.0;2017-07-28;4000000.0;microempresarial
femenino;servicio;comidas_rapidas;la_milagrosa;3;9.0;2018-02-01;1500000.0;microempresarial
femenino;servicio;comidas_rapidas;manrique_central_no__1;2;4.0;2017-08-22;3000000.0;microempresarial
